;HR;BR;Posture;Activity
10:09:32.435;65;18.8;-19;0.01
10:09:33.435;66;18.7;-19;0.01
10:09:34.435;65;18.7;-19;0.01
10:09:35.435;63;18.6;-19;0.01
10:09:36.435;63;18.6;-19;0.01
10:09:37.435;63;18.6;-19;0.01
10:09:38.435;62;18.6;-19;0.01
10:09:39.435;65;18.5;-19;0.01
10:09:40.435;67;18.5;-19;0.01
10:09:41.435;65;18.5;-19;0.01
10:09:42.435;66;18.5;-19;0.01
10:09:43.435;67;18.4;-19;0.01
10:09:44.435;64;18.4;-19;0.01
10:09:45.435;63;18.4;-19;0.01
10:09:46.435;62;18.4;-19;0.01
10:09:47.435;61;18.4;-19;0.01
10:09:48.435;62;18.4;-19;0.01
10:09:49.435;63;18.6;-19;0.01
10:09:50.435;64;18.6;-19;0.01
10:09:51.435;66;18.6;-19;0.01
10:09:52.435;69;18.6;-19;0.01
10:09:53.435;69;18.5;-19;0.01
10:09:54.435;67;18.5;-19;0.01
10:09:55.435;67;18.8;-19;0.01
10:09:56.435;66;18.8;-19;0.01
10:09:57.435;65;18.7;-19;0.01
10:09:58.435;63;18.7;-19;0.01
10:09:59.435;61;18.9;-19;0.01
10:10:00.435;59;18.9;-19;0.01
10:10:01.435;60;19.1;-19;0.01
10:10:02.435;59;19.1;-19;0.01
10:10:03.435;58;19.0;-19;0.02
10:10:04.435;61;19.0;-19;0.01
10:10:05.435;63;19.2;-19;0.01
10:10:06.435;65;19.2;-19;0.01
10:10:07.435;66;19.4;-19;0.01
10:10:08.435;65;19.4;-19;0.01
10:10:09.435;64;19.3;-19;0.01
10:10:10.435;64;19.3;-19;0.01
10:10:11.435;65;19.4;-19;0.01
10:10:12.435;67;19.4;-19;0.01
10:10:13.435;67;19.6;-18;0.01
10:10:14.435;64;19.6;-19;0.01
10:10:15.435;65;19.4;-19;0.01
10:10:16.435;65;19.4;-19;0.01
10:10:17.435;64;19.6;-19;0.01
10:10:18.435;64;19.6;-19;0.01
10:10:19.435;65;19.7;-19;0.01
10:10:20.435;64;19.7;-19;0.01
10:10:21.435;65;19.5;-19;0.01
10:10:22.435;66;19.5;-19;0.01
10:10:23.435;66;19.7;-19;0.01
10:10:24.435;67;19.7;-19;0.01
10:10:25.435;68;19.8;-18;0.01
10:10:26.435;66;19.8;-19;0.01
10:10:27.435;67;19.6;-18;0.01
10:10:28.435;68;19.6;-18;0.01
10:10:29.435;67;19.8;-19;0.01
10:10:30.435;66;19.8;-19;0.01
10:10:31.435;66;19.9;-18;0.01
10:10:32.435;65;19.9;-18;0.01
10:10:33.435;65;19.7;-18;0.01
10:10:34.435;67;19.7;-19;0.01
10:10:35.435;65;19.8;-19;0.01
10:10:36.435;64;19.8;-19;0.01
10:10:37.435;65;19.9;-19;0.01
10:10:38.435;64;19.9;-18;0.01
10:10:39.435;64;19.8;-19;0.01
10:10:40.435;66;19.8;-19;0.01
10:10:41.435;70;19.9;-19;0.01
10:10:42.435;74;19.9;-19;0.01
10:10:43.435;78;20.0;-19;0.01
10:10:44.435;79;20.0;-19;0.01
10:10:45.435;74;19.8;-19;0.01
10:10:46.435;74;19.8;-19;0.01
10:10:47.435;71;19.9;-19;0.01
10:10:48.435;68;19.9;-19;0.01
10:10:49.435;68;20.0;-19;0.01
10:10:50.435;65;20.0;-19;0.01
10:10:51.435;62;19.8;-19;0.01
10:10:52.435;61;19.8;-19;0.01
10:10:53.435;61;19.9;-19;0.01
10:10:54.435;59;19.9;-18;0.01
10:10:55.435;58;19.7;-18;0.01
10:10:56.435;59;19.7;-18;0.01
10:10:57.435;62;19.3;-19;0.01
10:10:58.435;63;19.3;-19;0.01
10:10:59.435;61;19.1;-19;0.01
10:11:00.435;60;19.1;-19;0.01
10:11:01.435;60;19.0;-19;0.01
10:11:02.435;61;19.0;-19;0.01
10:11:03.435;64;18.6;-19;0.01
10:11:04.435;67;18.6;-19;0.01
10:11:05.435;69;18.3;-19;0.01
10:11:06.435;66;18.3;-19;0.01
10:11:07.435;61;18.0;-19;0.01
10:11:08.435;58;18.0;-19;0.01
10:11:09.435;59;17.7;-19;0.01
10:11:10.435;58;17.7;-18;0.01
10:11:11.435;58;17.4;-19;0.01
10:11:12.435;61;17.4;-19;0.01
10:11:13.435;62;17.2;-19;0.01
10:11:14.435;61;17.2;-19;0.01
10:11:15.435;61;17.0;-19;0.01
10:11:16.435;63;17.0;-18;0.01
10:11:17.435;64;17.1;-18;0.01
10:11:18.435;62;17.1;-18;0.01
10:11:19.435;63;17.1;-18;0.01
10:11:20.435;62;17.1;-18;0.01
10:11:21.435;60;16.9;-18;0.01
10:11:22.435;61;16.9;-18;0.01
10:11:23.435;60;17.0;-18;0.01
10:11:24.435;59;17.0;-18;0.01
10:11:25.435;57;17.1;-18;0.01
10:11:26.435;59;17.1;-18;0.01
10:11:27.435;61;17.2;-18;0.01
10:11:28.435;63;17.2;-18;0.01
10:11:29.435;65;17.3;-18;0.01
10:11:30.435;63;17.3;-18;0.01
10:11:31.435;62;17.4;-19;0.01
10:11:32.435;62;17.4;-19;0.01
10:11:33.435;61;17.4;-19;0.01
10:11:34.435;59;17.4;-19;0.01
10:11:35.435;56;17.5;-19;0.01
10:11:36.435;58;17.5;-18;0.01
10:11:37.435;57;17.5;-18;0.01
10:11:38.435;56;17.5;-18;0.01
10:11:39.435;58;17.3;-19;0.01
10:11:40.435;59;17.3;-19;0.01
10:11:41.435;56;17.3;-18;0.01
10:11:42.435;54;17.3;-19;0.01
10:11:43.435;56;17.1;-18;0.01
10:11:44.435;57;17.1;-18;0.01
10:11:45.435;56;17.2;-18;0.01
10:11:46.435;57;17.2;-18;0.01
10:11:47.435;58;17.0;-18;0.01
10:11:48.435;58;17.0;-18;0.01
10:11:49.435;61;16.8;-19;0.01
10:11:50.435;64;16.8;-18;0.01
10:11:51.435;69;16.9;-19;0.01
10:11:52.435;72;16.9;-18;0.01
10:11:53.435;72;17.0;-18;0.01
10:11:54.435;68;17.0;-18;0.01
10:11:55.435;66;17.1;-18;0.01
10:11:56.435;66;17.1;-18;0.01
10:11:57.435;62;17.2;-18;0.01
10:11:58.435;61;17.2;-18;0.01
10:11:59.435;61;17.6;-18;0.01
10:12:00.435;58;17.6;-18;0.01
10:12:01.435;59;17.6;-18;0.01
10:12:02.435;60;17.6;-18;0.01
10:12:03.435;60;17.9;-18;0.01
10:12:04.435;61;17.9;-18;0.01
10:12:05.435;62;18.2;-18;0.01
10:12:06.435;62;18.2;-18;0.01
10:12:07.435;63;18.5;-18;0.01
10:12:08.435;65;18.5;-18;0.01
10:12:09.435;64;18.8;-18;0.01
10:12:10.435;62;18.8;-18;0.01
10:12:11.435;60;18.7;-18;0.01
10:12:12.435;64;18.7;-18;0.01
10:12:13.435;63;18.6;-18;0.01
10:12:14.435;62;18.6;-19;0.01
10:12:15.435;65;18.6;-19;0.01
10:12:16.435;67;18.6;-19;0.01
10:12:17.435;66;18.5;-19;0.01
10:12:18.435;67;18.5;-18;0.01
10:12:19.435;65;18.5;-18;0.01
10:12:20.435;64;18.5;-18;0.01
10:12:21.435;64;18.4;-18;0.01
10:12:22.435;64;18.4;-18;0.01
10:12:23.435;64;18.4;-18;0.01
10:12:24.435;63;18.4;-19;0.01
10:12:25.435;64;18.1;-18;0.01
10:12:26.435;64;18.1;-18;0.01
10:12:27.435;62;18.1;-18;0.01
10:12:28.435;63;18.1;-18;0.01
10:12:29.435;65;18.1;-19;0.01
10:12:30.435;63;18.1;-19;0.01
10:12:31.435;61;18.1;-19;0.01
10:12:32.435;63;18.1;-19;0.01
10:12:33.435;65;18.1;-19;0.01
10:12:34.435;69;18.1;-19;0.01
10:12:35.435;72;18.3;-18;0.01
10:12:36.435;72;18.3;-18;0.01
10:12:37.435;74;18.3;-19;0.01
10:12:38.435;73;18.3;-19;0.01
10:12:39.435;70;18.3;-18;0.01
10:12:40.435;68;18.3;-19;0.01
10:12:41.435;69;18.6;-18;0.01
10:12:42.435;65;18.6;-18;0.01
10:12:43.435;62;18.5;-18;0.01
10:12:44.435;64;18.5;-18;0.01
10:12:45.435;62;18.8;-18;0.01
10:12:46.435;60;18.8;-18;0.01
10:12:47.435;63;19.0;-19;0.01
10:12:48.435;62;19.0;-18;0.01
10:12:49.435;62;18.9;-19;0.01
10:12:50.435;65;18.9;-18;0.01
10:12:51.435;64;19.1;-19;0.01
10:12:52.435;65;19.1;-19;0.01
10:12:53.435;65;19.3;-18;0.01
10:12:54.435;64;19.3;-18;0.01
10:12:55.435;66;19.5;-18;0.01
10:12:56.435;66;19.5;-19;0.01
10:12:57.435;66;19.6;-19;0.01
10:12:58.435;68;19.6;-19;0.01
10:12:59.435;67;19.7;-18;0.01
10:13:00.435;66;19.7;-19;0.01
10:13:01.435;68;19.9;-19;0.01
10:13:02.435;68;19.9;-18;0.01
10:13:03.435;68;20.0;-19;0.01
10:13:04.435;70;20.0;-18;0.01
10:13:05.435;72;20.1;-18;0.01
10:13:06.435;74;20.1;-18;0.01
10:13:07.435;76;19.9;-18;0.01
10:13:08.435;77;19.9;-18;0.01
10:13:09.435;75;20.0;-18;0.01
10:13:10.435;69;20.0;-18;0.01
10:13:11.435;68;20.1;-18;0.01
10:13:12.435;67;20.1;-18;0.01
10:13:13.435;67;19.9;-18;0.01
10:13:14.435;68;19.9;-18;0.01
10:13:15.435;67;19.7;-18;0.01
10:13:16.435;66;19.7;-18;0.01
10:13:17.435;69;19.8;-18;0.01
10:13:18.435;68;19.8;-18;0.01
10:13:19.435;68;19.7;-18;0.01
10:13:20.435;68;19.7;-18;0.01
10:13:21.435;68;19.5;-18;0.01
10:13:22.435;68;19.5;-18;0.01
10:13:23.435;70;19.6;-19;0.01
10:13:24.435;70;19.6;-18;0.01
10:13:25.435;67;19.5;-18;0.01
10:13:26.435;68;19.5;-18;0.01
10:13:27.435;66;19.6;-18;0.01
10:13:28.435;65;19.6;-18;0.01
10:13:29.435;67;19.5;-18;0.01
10:13:30.435;67;19.5;-18;0.01
10:13:31.435;67;19.3;-18;0.01
10:13:32.435;69;19.3;-18;0.01
10:13:33.435;67;19.5;-18;0.01
10:13:34.435;64;19.5;-18;0.01
10:13:35.435;64;19.6;-18;0.01
10:13:36.435;63;19.6;-18;0.01
10:13:37.435;61;19.5;-18;0.01
10:13:38.435;62;19.5;-18;0.01
10:13:39.435;60;19.6;-18;0.01
10:13:40.435;58;19.6;-18;0.01
10:13:41.435;61;19.8;-18;0.01
10:13:42.435;61;19.8;-18;0.01
10:13:43.435;60;19.6;-18;0.01
10:13:44.435;60;19.6;-18;0.01
10:13:45.435;58;19.7;-18;0.01
10:13:46.435;56;19.7;-19;0.01
10:13:47.435;57;19.6;-19;0.01
10:13:48.435;59;19.6;-19;0.01
10:13:49.435;59;19.7;-19;0.01
10:13:50.435;60;19.7;-19;0.01
10:13:51.435;63;19.8;-19;0.01
10:13:52.435;62;19.8;-19;0.01
10:13:53.435;61;19.7;-18;0.01
10:13:54.435;59;19.7;-19;0.01
10:13:55.435;60;19.5;-19;0.01
10:13:56.435;59;19.5;-19;0.01
10:13:57.435;59;19.4;-19;0.01
10:13:58.435;62;19.4;-19;0.01
10:13:59.435;64;19.2;-19;0.01
10:14:00.435;61;19.2;-19;0.01
10:14:01.435;58;18.8;-19;0.01
10:14:02.435;60;18.8;-19;0.01
10:14:03.435;59;18.7;-19;0.01
10:14:04.435;58;18.7;-18;0.01
10:14:05.435;60;18.7;-18;0.01
10:14:06.435;60;18.7;-18;0.01
10:14:07.435;60;18.6;-18;0.01
10:14:08.435;63;18.6;-18;0.01
10:14:09.435;66;18.5;-18;0.01
10:14:10.435;63;18.5;-18;0.01
10:14:11.435;59;18.2;-19;0.01
10:14:12.435;61;18.2;-19;0.01
10:14:13.435;59;18.2;-18;0.01
10:14:14.435;58;18.2;-18;0.01
10:14:15.435;61;18.2;-18;0.01
10:14:16.435;60;18.2;-18;0.01
10:14:17.435;58;18.2;-18;0.01
10:14:18.435;59;18.2;-18;0.01
10:14:19.435;57;18.2;-19;0.01
10:14:20.435;56;18.2;-19;0.01
10:14:21.435;57;18.1;-18;0.01
10:14:22.435;60;18.1;-18;0.01
10:14:23.435;61;18.1;-18;0.01
10:14:24.435;59;18.1;-18;0.01
10:14:25.435;58;17.8;-19;0.01
10:14:26.435;58;17.8;-19;0.01
10:14:27.435;57;17.8;-19;0.01
10:14:28.435;56;17.8;-19;0.01
10:14:29.435;58;17.6;-18;0.01
10:14:30.435;61;17.6;-18;0.01
10:14:31.435;61;17.6;-18;0.01
10:14:32.435;59;17.6;-18;0.01
10:14:33.435;60;17.6;-18;0.01
10:14:34.435;60;17.6;-18;0.01
10:14:35.435;60;17.4;-18;0.01
10:14:36.435;61;17.4;-18;0.01
10:14:37.435;61;17.4;-18;0.01
10:14:38.435;60;17.4;-18;0.01
10:14:39.435;60;17.2;-18;0.01
10:14:40.435;60;17.2;-18;0.01
10:14:41.435;59;17.3;-18;0.01
10:14:42.435;60;17.3;-18;0.01
10:14:43.435;60;17.3;-18;0.01
10:14:44.435;59;17.3;-19;0.01
10:14:45.435;60;17.4;-19;0.01
10:14:46.435;63;17.4;-18;0.01
10:14:47.435;64;17.5;-18;0.01
10:14:48.435;63;17.5;-18;0.01
10:14:49.435;63;17.5;-18;0.01
10:14:50.435;62;17.5;-18;0.01
10:14:51.435;61;17.6;-18;0.01
10:14:52.435;60;17.6;-19;0.01
10:14:53.435;62;17.6;-18;0.01
10:14:54.435;60;17.6;-18;0.01
10:14:55.435;61;17.6;-18;0.01
10:14:56.435;63;17.6;-18;0.01
10:14:57.435;63;17.7;-18;0.01
10:14:58.435;61;17.7;-19;0.01
10:14:59.435;62;17.7;-19;0.01
10:15:00.435;65;17.7;-19;0.01
10:15:01.435;64;17.7;-19;0.01
10:15:02.435;61;17.7;-19;0.01
10:15:03.435;62;17.7;-18;0.01
10:15:04.435;61;17.7;-18;0.01
10:15:05.435;59;17.8;-18;0.01
10:15:06.435;61;17.8;-18;0.01
10:15:07.435;64;17.8;-19;0.01
10:15:08.435;67;17.8;-18;0.01
10:15:09.435;70;18.1;-19;0.01
10:15:10.435;70;18.1;-19;0.01
10:15:11.435;70;18.1;-19;0.01
10:15:12.435;70;18.1;-18;0.01
10:15:13.435;66;18.1;-18;0.01
10:15:14.435;62;18.1;-18;0.01
10:15:15.435;62;18.4;-18;0.01
10:15:16.435;61;18.4;-18;0.01
10:15:17.435;63;18.4;-18;0.01
10:15:18.435;63;18.4;-19;0.01
10:15:19.435;62;18.6;-18;0.01
10:15:20.435;63;18.6;-18;0.01
10:15:21.435;63;18.8;-19;0.01
10:15:22.435;63;18.8;-18;0.01
10:15:23.435;63;18.8;-18;0.01
10:15:24.435;63;18.8;-18;0.01
10:15:25.435;61;19.0;-18;0.01
10:15:26.435;62;19.0;-18;0.01
10:15:27.435;63;19.2;-19;0.01
10:15:28.435;63;19.2;-18;0.01
10:15:29.435;62;19.1;-18;0.01
10:15:30.435;63;19.1;-18;0.01
10:15:31.435;62;19.3;-18;0.01
10:15:32.435;59;19.3;-18;0.01
10:15:33.435;58;19.1;-18;0.01
10:15:34.435;58;19.1;-18;0.01
10:15:35.435;57;19.0;-18;0.01
10:15:36.435;58;19.0;-18;0.01
10:15:37.435;59;19.2;-18;0.01
10:15:38.435;58;19.2;-18;0.01
10:15:39.435;58;19.1;-18;0.01
10:15:40.435;59;19.1;-18;0.01
10:15:41.435;59;19.0;-18;0.01
10:15:42.435;58;19.0;-18;0.01
10:15:43.435;60;18.9;-19;0.01
10:15:44.435;61;18.9;-19;0.01
10:15:45.435;60;18.8;-19;0.01
10:15:46.435;61;18.8;-19;0.01
10:15:47.435;61;18.7;-19;0.01
10:15:48.435;61;18.7;-19;0.01
10:15:49.435;61;18.7;-19;0.01
10:15:50.435;63;18.7;-19;0.01
10:15:51.435;64;18.6;-18;0.01
10:15:52.435;64;18.6;-18;0.01
10:15:53.435;65;18.5;-19;0.01
10:15:54.435;65;18.5;-18;0.01
10:15:55.435;63;18.5;-18;0.01
10:15:56.435;62;18.5;-18;0.01
10:15:57.435;64;18.5;-18;0.01
10:15:58.435;63;18.5;-18;0.01
10:15:59.435;60;18.4;-18;0.01
10:16:00.435;63;18.4;-18;0.01
10:16:01.435;63;18.4;-18;0.01
10:16:02.435;62;18.4;-18;0.01
10:16:03.435;63;18.6;-18;0.01
10:16:04.435;63;18.6;-18;0.01
10:16:05.435;64;18.6;-18;0.01
10:16:06.435;66;18.6;-18;0.01
10:16:07.435;66;18.5;-18;0.01
10:16:08.435;64;18.5;-18;0.01
10:16:09.435;63;18.5;-19;0.01
10:16:10.435;63;18.5;-18;0.01
10:16:11.435;62;18.4;-18;0.01
10:16:12.435;61;18.4;-18;0.01
10:16:13.435;62;18.7;-18;0.01
10:16:14.435;62;18.7;-19;0.01
10:16:15.435;60;18.6;-19;0.01
10:16:16.435;63;18.6;-19;0.01
10:16:17.435;65;18.6;-19;0.01
10:16:18.435;63;18.6;-19;0.01
10:16:19.435;64;18.5;-19;0.01
10:16:20.435;64;18.5;-19;0.01
10:16:21.435;60;18.5;-19;0.01
10:16:22.435;60;18.5;-19;0.01
10:16:23.435;62;18.4;-18;0.01
10:16:24.435;62;18.4;-19;0.01
10:16:25.435;62;18.4;-19;0.01
10:16:26.435;62;18.4;-19;0.01
10:16:27.435;61;18.4;-19;0.01
10:16:28.435;60;18.4;-19;0.01
10:16:29.435;63;18.6;-19;0.01
10:16:30.435;63;18.6;-19;0.01
10:16:31.435;65;18.6;-19;0.01
10:16:32.435;67;18.6;-19;0.01
10:16:33.435;64;18.5;-19;0.01
10:16:34.435;60;18.5;-19;0.01
10:16:35.435;60;18.5;-18;0.01
10:16:36.435;60;18.5;-18;0.01
10:16:37.435;58;18.4;-19;0.01
10:16:38.435;59;18.4;-19;0.01
10:16:39.435;61;18.7;-19;0.01
10:16:40.435;60;18.7;-19;0.01
10:16:41.435;59;18.6;-19;0.01
10:16:42.435;60;18.6;-19;0.01
10:16:43.435;62;18.5;-18;0.01
10:16:44.435;61;18.5;-18;0.01
10:16:45.435;61;18.5;-19;0.01
10:16:46.435;62;18.5;-18;0.01
10:16:47.435;62;18.5;-18;0.01
10:16:48.435;63;18.5;-19;0.01
10:16:49.435;66;18.4;-19;0.01
10:16:50.435;67;18.4;-18;0.01
10:16:51.435;64;18.4;-18;0.01
10:16:52.435;66;18.4;-18;0.01
10:16:53.435;64;18.3;-18;0.01
10:16:54.435;60;18.3;-19;0.01
10:16:55.435;62;18.6;-19;0.01
10:16:56.435;61;18.6;-19;0.01
10:16:57.435;59;18.5;-19;0.01
10:16:58.435;60;18.5;-19;0.01
10:16:59.435;64;18.5;-19;0.01
10:17:00.435;65;18.5;-19;0.01
10:17:01.435;69;18.5;-19;0.01
10:17:02.435;71;18.5;-19;0.01
10:17:03.435;69;18.4;-19;0.01
10:17:04.435;69;18.4;-19;0.01
10:17:05.435;70;18.7;-18;0.01
10:17:06.435;66;18.7;-19;0.01
10:17:07.435;63;18.6;-18;0.01
10:17:08.435;65;18.6;-19;0.01
10:17:09.435;63;18.5;-18;0.01
10:17:10.435;62;18.5;-18;0.01
10:17:11.435;64;18.8;-18;0.01
10:17:12.435;62;18.8;-18;0.01
10:17:13.435;60;18.7;-19;0.01
10:17:14.435;60;18.7;-19;0.01
10:17:15.435;61;18.6;-18;0.01
10:17:16.435;60;18.6;-19;0.01
10:17:17.435;62;18.6;-19;0.01
10:17:18.435;63;18.6;-18;0.01
10:17:19.435;62;18.5;-18;0.01
10:17:20.435;60;18.5;-19;0.01
10:17:21.435;61;18.5;-18;0.01
10:17:22.435;60;18.5;-19;0.01
10:17:23.435;57;18.4;-19;0.01
10:17:24.435;57;18.4;-18;0.01
10:17:25.435;58;18.4;-19;0.01
10:17:26.435;59;18.4;-19;0.01
10:17:27.435;62;18.4;-18;0.01
10:17:28.435;65;18.4;-18;0.01
10:17:29.435;66;18.3;-18;0.01
10:17:30.435;63;18.3;-18;0.01
10:17:31.435;63;18.0;-18;0.01
10:17:32.435;64;18.0;-18;0.01
10:17:33.435;62;18.0;-19;0.01
10:17:34.435;60;18.0;-19;0.01
10:17:35.435;61;17.7;-18;0.01
10:17:36.435;62;17.7;-18;0.01
10:17:37.435;61;17.7;-19;0.01
10:17:38.435;60;17.7;-19;0.01
10:17:39.435;62;17.8;-18;0.01
10:17:40.435;61;17.8;-18;0.01
10:17:41.435;60;17.8;-18;0.01
10:17:42.435;60;17.8;-18;0.01
10:17:43.435;62;17.8;-18;0.01
10:17:44.435;61;17.8;-18;0.01
10:17:45.435;58;17.5;-18;0.01
10:17:46.435;59;17.5;-19;0.01
10:17:47.435;59;17.6;-19;0.01
10:17:48.435;58;17.6;-19;0.01
10:17:49.435;59;17.3;-18;0.01
10:17:50.435;61;17.3;-19;0.01
10:17:51.435;63;17.4;-19;0.01
10:17:52.435;63;17.4;-19;0.01
10:17:53.435;66;17.4;-19;0.01
10:17:54.435;65;17.4;-19;0.01
10:17:55.435;64;17.5;-19;0.01
10:17:56.435;66;17.5;-18;0.01
10:17:57.435;65;17.5;-19;0.01
10:17:58.435;64;17.5;-18;0.01
10:17:59.435;65;17.6;-18;0.01
10:18:00.435;64;17.6;-18;0.01
10:18:01.435;63;17.6;-18;0.01
10:18:02.435;64;17.6;-18;0.01
10:18:03.435;62;17.6;-18;0.01
10:18:04.435;59;17.6;-19;0.01
10:18:05.435;59;17.7;-18;0.01
10:18:06.435;58;17.7;-18;0.01
10:18:07.435;56;17.7;-19;0.01
10:18:08.435;55;17.7;-19;0.01
10:18:09.435;57;18.0;-19;0.01
10:18:10.435;60;18.0;-19;0.01
10:18:11.435;63;18.0;-18;0.01
10:18:12.435;66;18.0;-18;0.01
10:18:13.435;64;18.0;-19;0.01
10:18:14.435;63;18.0;-19;0.01
10:18:15.435;65;18.0;-18;0.01
10:18:16.435;64;18.0;-19;0.01
10:18:17.435;62;18.0;-19;0.01
10:18:18.435;61;18.0;-19;0.01
10:18:19.435;64;17.7;-19;0.01
10:18:20.435;62;17.7;-19;0.01
10:18:21.435;61;17.8;-19;0.01
10:18:22.435;64;17.8;-19;0.01
10:18:23.435;63;17.8;-19;0.01
10:18:24.435;64;17.8;-19;0.01
10:18:25.435;65;17.8;-19;0.01
10:18:26.435;65;17.8;-19;0.01
10:18:27.435;63;17.8;-19;0.01
10:18:28.435;63;17.8;-19;0.01
10:18:29.435;63;17.8;-19;0.01
10:18:30.435;60;17.8;-18;0.01
10:18:31.435;59;17.8;-18;0.01
10:18:32.435;60;17.8;-18;0.01
10:18:33.435;60;17.8;-18;0.01
10:18:34.435;62;17.8;-18;0.01
10:18:35.435;64;17.9;-19;0.01
10:18:36.435;66;17.9;-19;0.01
10:18:37.435;65;17.9;-19;0.01
10:18:38.435;63;17.9;-19;0.01
10:18:39.435;66;17.9;-19;0.01
10:18:40.435;66;17.9;-19;0.01
10:18:41.435;64;17.9;-19;0.01
10:18:42.435;67;17.9;-19;0.01
10:18:43.435;66;17.9;-19;0.01
10:18:44.435;63;17.9;-19;0.01
10:18:45.435;60;17.9;-19;0.01
10:18:46.435;60;17.9;-19;0.01
10:18:47.435;56;17.9;-19;0.01
10:18:48.435;57;17.9;-19;0.01
10:18:49.435;61;17.9;-19;0.01
10:18:50.435;60;17.9;-18;0.01
10:18:51.435;60;17.9;-19;0.01
10:18:52.435;63;17.9;-18;0.01
10:18:53.435;64;17.9;-19;0.01
10:18:54.435;64;17.9;-18;0.01
10:18:55.435;65;17.9;-19;0.01
10:18:56.435;65;17.9;-18;0.01
10:18:57.435;64;17.9;-19;0.01
10:18:58.435;64;17.9;-18;0.01
10:18:59.435;66;18.2;-18;0.01
10:19:00.435;65;18.2;-18;0.01
10:19:01.435;66;18.2;-19;0.01
10:19:02.435;68;18.2;-19;0.01
10:19:03.435;67;18.2;-18;0.01
10:19:04.435;66;18.2;-18;0.02
10:19:05.435;67;18.2;-18;0.01
10:19:06.435;66;18.2;-18;0.01
10:19:07.435;63;18.2;-18;0.01
10:19:08.435;64;18.2;-19;0.01
10:19:09.435;64;18.2;-19;0.01
10:19:10.435;63;18.2;-19;0.01
10:19:11.435;63;18.1;-19;0.01
10:19:12.435;66;18.1;-18;0.01
10:19:13.435;65;18.1;-19;0.01
10:19:14.435;64;18.1;-19;0.01
10:19:15.435;67;18.4;-18;0.01
10:19:16.435;67;18.4;-18;0.01
10:19:17.435;67;18.4;-19;0.01
10:19:18.435;67;18.4;-19;0.01
10:19:19.435;66;18.3;-19;0.01
10:19:20.435;66;18.3;-19;0.01
10:19:21.435;68;18.6;-18;0.01
10:19:22.435;66;18.6;-18;0.01
10:19:23.435;66;18.5;-18;0.01
10:19:24.435;68;18.5;-18;0.01
10:19:25.435;67;18.8;-19;0.01
10:19:26.435;66;18.8;-19;0.01
10:19:27.435;66;19.0;-19;0.01
10:19:28.435;65;19.0;-19;0.01
10:19:29.435;66;18.9;-19;0.01
10:19:30.435;67;18.9;-19;0.01
10:19:31.435;67;19.1;-18;0.01
10:19:32.435;67;19.1;-19;0.01
10:19:33.435;69;19.3;-18;0.01
10:19:34.435;67;19.3;-18;0.01
10:19:35.435;67;19.2;-18;0.01
10:19:36.435;67;19.2;-18;0.01
10:19:37.435;66;19.4;-19;0.01
10:19:38.435;67;19.4;-18;0.01
10:19:39.435;67;19.5;-19;0.01
10:19:40.435;65;19.5;-19;0.01
10:19:41.435;66;19.4;-18;0.01
10:19:42.435;66;19.4;-18;0.01
10:19:43.435;63;19.5;-19;0.01
10:19:44.435;62;19.5;-19;0.01
10:19:45.435;65;19.7;-18;0.01
10:19:46.435;65;19.7;-18;0.01
10:19:47.435;63;19.5;-18;0.01
10:19:48.435;64;19.5;-18;0.01
10:19:49.435;64;19.7;-19;0.01
10:19:50.435;62;19.7;-19;0.01
10:19:51.435;63;19.5;-18;0.01
10:19:52.435;64;19.5;-18;0.01
10:19:53.435;63;19.4;-19;0.01
10:19:54.435;62;19.4;-19;0.01
10:19:55.435;63;19.2;-18;0.01
10:19:56.435;64;19.2;-19;0.01
10:19:57.435;62;19.1;-18;0.01
10:19:58.435;62;19.1;-19;0.01
10:19:59.435;61;19.0;-19;0.01
10:20:00.435;60;19.0;-19;0.01
10:20:01.435;61;18.9;-18;0.01
10:20:02.435;64;18.9;-18;0.01
10:20:03.435;63;18.8;-19;0.01
10:20:04.435;62;18.8;-19;0.01
10:20:05.435;64;18.7;-19;0.01
10:20:06.435;64;18.7;-19;0.01
10:20:07.435;60;18.7;-19;0.01
10:20:08.435;61;18.7;-18;0.01
10:20:09.435;64;18.6;-18;0.01
10:20:10.435;64;18.6;-18;0.01
10:20:11.435;64;18.5;-18;0.01
10:20:12.435;65;18.5;-18;0.01
10:20:13.435;63;18.5;-19;0.01
10:20:14.435;61;18.5;-18;0.01
10:20:15.435;63;18.7;-18;0.01
10:20:16.435;62;18.7;-18;0.01
10:20:17.435;59;18.7;-18;0.01
10:20:18.435;60;18.7;-18;0.01
10:20:19.435;60;18.6;-18;0.01
10:20:20.435;60;18.6;-18;0.01
10:20:21.435;60;18.6;-18;0.01
10:20:22.435;63;18.6;-18;0.01
10:20:23.435;65;18.5;-18;0.01
10:20:24.435;64;18.5;-19;0.01
10:20:25.435;63;18.2;-19;0.01
10:20:26.435;63;18.2;-19;0.01
10:20:27.435;62;18.1;-19;0.01
10:20:28.435;60;18.1;-19;0.01
10:20:29.435;62;18.1;-19;0.01
10:20:30.435;61;18.1;-18;0.01
10:20:31.435;59;18.1;-19;0.01
10:20:32.435;59;18.1;-19;0.01
10:20:33.435;58;18.1;-19;0.01
10:20:34.435;56;18.1;-19;0.01
10:20:35.435;56;17.8;-19;0.01
10:20:36.435;57;17.8;-19;0.01
